client_id,first_name,last_name,date_of_birth,phone,email,first_purchase,address_city,address_street,address_localite,address_postcode,address_canton
M3-1376215c,Patricia,Bujard,1935-05-23,+41 (0)54 888 36 78,pbujard312@romandie.com,2020-02-07,Vandoeuvres,Chemin de la Blonde 21b,Vandoeuvres,1253,GE
c6-7023664S,Nelly,Vallélian,1965-04-23,+41 (0)44 798 87 44,n_vallelian354@gmail.com,2020-02-07,Genève,Rue SAINT-OURS 6,Genève,1205,GE
C2-7954226M,Valérie,Brandt,1958-08-26,+41 (0)48 187 27 60,valeriebrandt@vtxnet.ch,2020-02-07,Ried-Brig,Wieggischmatta 18,Ried-Brig,3911,VS
C6-6033973B,Chloé,Rappaz,1984-04-06,+41 46 562 29 45,c_rappaz323@bluewin.ch,2020-02-08,Chêne-Bougeries,Route de Chêne 76,Chêne-Bougeries,1224,GE
L3-8476284o,Simone,Niquille,1956-12-30,+41 (0)48 553 96 32,simone.niquille159@gmail.com,2020-02-08,Dielsdorf,Buchserstrasse 67,Dielsdorf,8157,ZH
x3-4404288Q,Ethan,Bahon,1960-03-18,+41 98 905 00 03,ebahon@hotmail.fr,2020-02-08,Gordola,Via Valle Verzasca 29,Gordola,6596,TI
p5-1606493p,Christine,Bernasconi,1940-07-03,+41 90 942 86 45,christine.bernasconi872@vtxnet.ch,2020-02-08,Val-de-Ruz,Rue des Grandes-Planches 9,Les Geneveys-sur-Coffrane,2206,NE
q6-7897598O,Kevin,Niquille,2003-07-03,+41 69 309 75 36,kevinniquille@bluewin.ch,2020-02-09,Bülach,Vogelsangstrasse 11,Bülach,8180,ZH
s2-0022316u,Pierre,Chevrolet,1972-10-15,+41 33 852 86 83,pierre.chevrolet@vtxnet.ch,2020-02-09,Greppen,Chriesbaumhofstrasse 13.1,Greppen,6404,LU
i1-883825q,Caroline,Cossy,1966-11-24,+41 (0)88 571 65 35,c_cossy@bluewin.ch,2020-02-09,St. Gallen,Vadianstrasse 14,St. Gallen,9000,SG
Y5-7918612Y,Sylvie,Wicht,1962-04-20,+41 78 107 81 56,sylvie.wicht418@vtxnet.ch,2020-02-10,Schluein,Via Cafegns 23.2,Schluein,7151,GR
B6-6878390f,Jacques,Berberat,1993-09-24,+41 27 521 42 04,jacques_berberat@romandie.com,2020-02-10,Merenschwand,Kleinbergstrasse 18,Merenschwand,5634,AG
g2-706611p,Stéphanie,Bochud,1960-04-30,027 215 65 65,stephanie.bochud510@vtxnet.ch,2020-02-10,Crissier,Route de la Carrière 16.1,Crissier,1023,VD
y5-0116671L,Isabelle,Jacot-Descombes,1934-08-07,+41 (0)27 918 57 04,isabelle_jacot-descombes@gmail.com,2020-02-11,Fribourg,Route Henri-Dunant 26,Fribourg,1700,FR
z8-7805924s,Antonio,Chappuis,1969-06-08,+41 (0)31 733 24 47,antonio_chappuis271@romandie.com,2020-02-11,Thun,Lerchenfeldstrasse 17d,Thun,3603,BE
W5-6502834b,Eric,Bujard,1938-05-19,+41 (0)26 012 19 12,eric_bujard220@hotmail.fr,2020-02-11,Hochfelden,Bülacherstrasse 1,Hochfelden,8182,ZH
A9-3301293d,Gabriel,Grojean,1953-10-08,064 867 05 53,gabriel_grojean@romandie.com,2020-02-11,Steffisburg,Zelgstrasse 77,Steffisburg,3612,BE
n3-0929814H,Alice,Broquet,1956-06-24,040 812 20 24,a_broquet@gmail.com,2020-02-12,Wil SG,Gallusstrasse 63,Wil SG,9500,SG
A2-9031516B,Bruno,Bonvini,1953-02-15,+41 (0)82 130 76 96,bruno.bonvini704@hispeed.ch,2020-02-12,Laufenburg,Schützenmattstrasse 21,Laufenburg,5080,AG
w2-5179209Z,Caroline,Bavaud,1956-08-06,057 353 18 55,caroline_bavaud610@romandie.com,2020-02-12,Glarus,Ygrubenstrasse 12e,Glarus,8750,GL
E4-4771916m,Patricia,Bonvin,1976-05-20,+41 93 498 32 30,patricia.bonvin101@bluewin.ch,2020-02-13,Lugano,Via Gian Giacomo Rousseau 4,Lugano,6900,TI
V0-2818387n,Caroline,Morand,1934-11-17,+41 48 249 38 26,caroline_morand@yahoo.fr,2020-02-13,Davos,Sertigerstrasse 7,Davos Clavadel,7272,GR
E2-9557470A,Alexandre,Grand,1956-01-13,+41 (0)85 928 06 41,alexandre_grand@hispeed.ch,2020-02-13,Biel/Bienne,Ackerweg / Chemin des Labours 5,Biel/Bienne,2502,BE
G8-056454v,Samuel,Blanc,1957-03-23,+41 62 425 87 63,sblanc@romandie.com,2020-02-14,Chur,Untere Gasse 20,Chur,7000,GR
e0-4135818j,Bernard,Babey,1999-09-09,028 278 56 29,bbabey67@gmail.com,2020-02-14,Sion,Avenue Ritz 36,Sion,1950,VS
V8-5053496x,Elodie,Diesbach,1946-09-07,+41 (0)82 399 50 11,elodie_diesbach436@yahoo.fr,2020-02-14,Schwyz,Lückenstrasse 34.5,Schwyz,6430,SZ
t2-7202317D,Florian,Botteron,1962-06-30,+41 (0)84 846 40 57,florian.botteron@hotmail.fr,2020-02-15,Uzwil,Säntisstrasse 5.2,Uzwil,9240,SG
J6-3991141i,Laurent,Crivelli,2002-12-03,+41 77 170 77 86,l.crivelli@hotmail.fr,2020-02-15,Collonge-Bellerive,Chemin du Pré-d'Orsat 16,Collonge-Bellerive,1245,GE
o8-3293223a,Ethan,Chopard,1935-03-26,+41 93 618 19 47,echopard@romandie.com,2020-02-15,Chiasso,,Chiasso,6830,TI
S8-8336426o,Paul,Marty,1976-04-28,075 507 93 44,paulmarty744@yahoo.fr,2020-02-16,Dübendorf,Grüzenstrasse 6,Dübendorf,8600,ZH
b1-767959E,Manon,Chenaux,1982-02-28,+41 (0)27 087 43 97,m_chenaux622@romandie.com,2020-02-16,Bern,Kistlerweg 4,Bern,3006,BE
E7-8656517N,Jessica,Peitrequin,1995-07-08,+41 (0)39 021 91 04,jessica_peitrequin920@gmail.com,2020-02-16,Chur,Grossbruggerweg 12,Chur,7000,GR
H8-8674174p,Nelly,Balmat,1962-02-25,032 800 38 73,nellybalmat@hotmail.fr,2020-02-17,Langenthal,Wiesenstrasse 7,Langenthal,4900,BE
n2-1888313f,Daniel,Paschoud,1946-03-10,+41 69 713 85 10,daniel_paschoud@hotmail.fr,2020-02-17,Zürich,Witikonerstrasse 285,Zürich,8053,ZH
w3-3172648B,Yvette,Bonvini,1935-12-01,+41 22 598 19 90,y_bonvini@gmail.com,2020-02-17,Winterthur,Espenstrasse 92,Winterthur,8408,ZH
F1-2996234Z,Kevin,Crevoisier,1998-04-17,+41 72 476 31 87,k_crevoisier258@hotmail.fr,2020-02-18,Bellinzona,,Bellinzona,6503,TI
u1-891620I,Georgette,Niquille,1934-02-05,+41 80 312 80 04,g.niquille@bluewin.ch,2020-02-18,Schlieren,Feldstrasse 25,Schlieren,8952,ZH
H2-1546015G,Danielle,Beuchat,1986-01-26,072 329 68 85,daniellebeuchat@gmail.com,2020-02-18,Seftigen,Gwölb 4a,Seftigen,3662,BE
R1-7288843R,Lucie,Monney,1948-02-03,047 655 13 08,l.monney695@vtxnet.ch,2020-02-19,Bad Ragaz,Fläscherstrasse 71,Bad Ragaz,7310,SG
y0-7947418t,Michel,Bonvin,1991-07-14,+41 (0)29 776 35 32,m_bonvin876@vtxnet.ch,2020-02-19,Moosseedorf,Moosstrasse 6,Moosseedorf,3302,BE
o4-5045339l,Julie,Curdy,1943-04-12,063 554 01 13,julie_curdy905@romandie.com,2020-02-20,Zug,Bachstrasse 3b,Zug,6300,ZG
m2-6991886s,Léa,Jacot-Descombes,1946-02-26,049 867 84 34,l.jacot-descombes824@gmail.com,2020-02-20,Zürich,Marktgasse 6,Zürich,8001,ZH
D9-4834987M,Théo,Cretton,1989-03-26,+41 (0)65 337 47 86,t_cretton@hotmail.fr,2020-02-20,Niederwil AG,Sonnenrain 5,Niederwil AG,5524,AG
y7-9157530A,Robert,Bonvini,1976-08-07,+41 (0)54 273 77 66,r_bonvini300@vtxnet.ch,2020-02-21,Rüschlikon,Seestrasse 17,Rüschlikon,8803,ZH
X1-831730G,Sandra,Robadey,1965-12-23,+41 98 141 12 35,sandrarobadey@bluewin.ch,2020-02-21,Emmen,Rütistrasse 8,Emmen,6032,LU
x8-0999342L,David,Jacot-Guillarmod,1972-02-08,+41 (0)96 936 42 56,djacot-guillarmod@romandie.com,2020-02-21,Zürich,Höhenring 56a,Zürich,8052,ZH
S8-0532766n,Claudine,Bochud,1970-06-12,+41 75 228 98 50,claudine.bochud14@gmail.com,2020-02-22,Egerkingen,Kanzelstrasse 9,Egerkingen,4622,SO
N3-7458547X,Louis,Besse,1989-08-02,+41 (0)20 713 44 66,louisbesse@romandie.com,2020-02-22,Menzingen,Alte Landstrasse 6,Menzingen,6313,ZG
p1-4505902b,Sara,Pachoud,1956-08-02,+41 (0)47 129 05 92,s_pachoud@yahoo.fr,2020-02-23,Wil SG,Gallusstrasse 33.2,Wil SG,9500,SG
v1-8329692v,Charles,Treboux,1949-11-03,046 152 76 54,charles_treboux@romandie.com,2020-02-23,Safenwil,Rossmattweg 8.1,Safenwil,5745,AG
h8-8932576l,Eliane,Marty,1957-10-29,+41 (0)71 738 63 76,eliane_marty@romandie.com,2020-02-23,Mont-sur-Rolle,Route de la Versoix 28.1,Mont-sur-Rolle,1185,VD
a8-0792114x,Bernard,Bonvini,1948-01-01,+41 70 767 84 85,bernardbonvini@romandie.com,2020-02-24,Wädenswil,Säntisstrasse 92.1,Wädenswil,8820,ZH
A9-7214005z,Laurent,de Dardel,1942-02-27,+41 (0)25 071 93 14,laurent_de dardel731@romandie.com,2020-02-24,Le Landeron,Ville 36,Le Landeron,2525,NE
Q4-6569504U,Jessica,Cattin,1948-02-09,+41 (0)76 674 53 83,jessica_cattin458@gmail.com,2020-02-24,Bas-Intyamon,Route de l'Intyamon 119,Villars-sous-Mont,1666,FR
q8-1736228A,François,Charpié,1939-10-07,+41 21 245 53 95,francois_charpie@romandie.com,2020-02-25,Zürich,Hottingerstrasse 35,Zürich,8032,ZH
x6-0332276O,Julie,Mercier,1975-12-17,+41 (0)50 344 67 18,juliemercier596@hotmail.fr,2020-02-25,Küssnacht,Oelhof 1,Küssnacht am Rigi,6403,SZ
d8-4456322P,Antonio,Vallélian,1992-05-21,+41 75 843 08 78,a.vallelian564@gmail.com,2020-02-25,Basel,Grosspeterstrasse 45,Basel,4052,BS
Q6-0647253V,Nicolas,Comte,1935-11-06,077 748 43 70,n.comte625@romandie.com,2020-02-26,Thun,Blumenweg 1b,Thun,3604,BE
u9-168797C,Lucas,Robadey,1999-10-18,031 262 55 30,lrobadey983@yahoo.fr,2020-02-26,Céligny,Route des Coudres 207.2,Céligny,1298,GE
O5-0783398c,Hélène,Marti,1976-12-02,+41 51 027 62 60,h.marti@yahoo.fr,2020-02-26,Schönenwerd,Belchenstrasse 25.1,Schönenwerd,5012,SO
L1-2782796A,Eva,Alber,1998-09-16,+41 (0)54 239 12 08,ealber809@hispeed.ch,2020-02-27,Kriens,Schweighofstrasse 12f,Kriens,6010,LU
n6-0565081R,Isabelle,Gilliéron,1955-12-27,028 296 87 09,i.gillieron@gmail.com,2020-02-27,Villars-sur-Glâne,Route de l'Eglise 1c,Villars-sur-Glâne,1752,FR
h8-2949813Y,Christophe,Charpié,1952-02-08,+41 (0)87 705 92 70,christophecharpie@hispeed.ch,2020-02-27,Wohlen AG,Rummelstrasse 36,Wohlen AG,5610,AG
d0-0277134F,Valérie,Joly,1982-10-20,+41 (0)43 875 06 57,valeriejoly@hispeed.ch,2020-02-28,Unterkulm,Binzhaldenstrasse 25.3,Unterkulm,5726,AG
r6-7816201r,Arthur,Vermeil,1997-07-09,048 295 75 43,avermeil667@romandie.com,2020-02-28,Winterthur,Neumühlestrasse 51.1,Winterthur,8406,ZH
U0-0296514E,Manuel,Montandon,1998-06-01,+41 (0)98 202 43 93,m_montandon471@yahoo.fr,2020-02-28,Wittenbach,Halten 8,Wittenbach,9300,SG
x2-991775W,Antonio,Cornuz,1988-01-06,+41 21 443 57 13,antoniocornuz@yahoo.fr,2020-02-29,Kaiseraugst,Fliederweg 13,Kaiseraugst,4303,AG
Y2-1901385H,Aurélie,Carraud,1989-12-07,+41 (0)73 513 01 57,a_carraud357@bluewin.ch,2020-02-29,Langendorf,Weissensteinstrasse 47,Langendorf,4513,SO
T9-1214506q,Anna,Mottet,1989-11-03,+41 32 614 61 11,a_mottet600@hispeed.ch,2020-02-29,Winterthur,Römerstrasse 155,Winterthur,8404,ZH
P8-6084355z,José,Peitrequin,1964-05-19,+41 (0)72 558 91 18,josepeitrequin672@bluewin.ch,2020-03-01,Crans-Montana,Route de Tsarbouye 20,Crans-Montana,3963,VS
f7-2284359C,François,Délèze,1961-02-01,+41 (0)86 365 27 73,francois.deleze728@bluewin.ch,2020-03-01,Galgenen,Bügelerweg 6.3,Galgenen,8854,SZ
j6-3775778s,Thierry,Cossy,1999-04-04,+41 21 626 51 55,t.cossy@romandie.com,2020-03-01,Hitzkirch,Industriestrasse 16,Hitzkirch,6285,LU
E1-0097454o,Romain,Rosselet,1976-05-06,+41 (0)76 479 38 91,romain_rosselet@hotmail.fr,2020-03-02,Bremgarten AG,Glärnischweg 2,Bremgarten AG,5620,AG
V6-2165979w,Antonio,Privet,1964-09-07,+41 89 203 85 30,antonioprivet@hotmail.fr,2020-03-02,Rolle,Route de l'Etraz 7.3,Rolle,1180,VD
E7-7602067X,Stéphane,Jomini,1985-07-19,+41 20 738 33 81,stephanejomini@hotmail.fr,2020-03-02,Bonvillars,Rue de la Laiterie 5,Bonvillars,1427,VD
Y6-1486551K,Elisa,Thorens,1980-04-30,024 301 34 48,elisa.thorens86@hispeed.ch,2020-03-03,Vernier,Route de Peney 41,Vernier,1214,GE
b1-9787588y,Louis,Montandon,1971-07-27,+41 85 336 74 49,louis_montandon@bluewin.ch,2020-03-03,Veyrier,Chemin du Reposoir 21,Veyrier,1255,GE
r2-0147391f,Alexandre,Martin,1954-01-31,075 855 56 11,amartin112@romandie.com,2020-03-03,Gravesano,Via Grumo 31,Gravesano,6929,TI
o8-2371039K,Jean,Badel,1940-05-31,+41 (0)45 142 58 01,j_badel15@romandie.com,2020-03-04,Bülach,Mittlere Gstücktstrasse 51a,Bülach,8180,ZH
d1-147142t,José,Bujard,1951-02-06,+41 (0)95 339 14 62,jbujard@hispeed.ch,2020-03-04,Chalais,Rue des Chevaliers 14,Chalais,3966,VS
H3-1277896T,Jean-Pierre,Vermeil,1955-09-22,+41 (0)88 672 15 70,j.vermeil936@vtxnet.ch,2020-03-04,Maur,Alter Seeweg 19,Maur,8124,ZH
B8-597205A,Henri,Francillon,1986-10-05,+41 30 889 72 00,hfrancillon@vtxnet.ch,2020-03-05,Opfikon,Oberdorfstrasse 8,Opfikon,8152,ZH
H8-9002697M,Maxime,Treboux,1964-10-30,065 590 26 62,maximetreboux@yahoo.fr,2020-03-05,Unterägeri,Hünggi 1,Unterägeri,6314,ZG
t6-9352805Q,Josiane,Brahier,2002-09-06,+41 59 580 60 72,j.brahier@sunrise.ch,2020-03-05,Seuzach,Alte Poststrasse 29,Seuzach,8472,ZH
j4-2108982H,Lisa,Tinguely,1983-10-14,+41 (0)90 214 26 15,lisatinguely423@hispeed.ch,2020-03-05,Lausanne,Rue du Bugnon 19.1,Lausanne,1005,VD
I2-0133142x,Léo,Charpié,1949-09-28,+41 84 123 74 08,leocharpie215@hotmail.fr,2020-03-06,Rümlang,Schulstrasse 2,Rümlang,8153,ZH
t3-6197945h,David,Bahon,1965-05-29,+41 49 971 59 16,dbahon@sunrise.ch,2020-03-06,Einsiedeln,Alte Etzelstrasse 39.4,Einsiedeln,8840,SZ
g5-59775W,Kevin,Vonlanthen,1958-02-18,032 312 80 58,kvonlanthen678@gmail.com,2020-03-06,Locarno,Via alla Morettina 24,Locarno,6600,TI
E2-1317747a,Jean-Pierre,Cornut,1941-02-10,+41 (0)20 183 68 45,jean-pierre.cornut@bluewin.ch,2020-03-07,Luzern,Spitalstrasse 61,Luzern,6004,LU
d9-8982360G,François,Mottet,1945-06-05,+41 (0)89 161 46 30,fmottet@yahoo.fr,2020-03-07,Plan-les-Ouates,Chemin des Contamines 35,Plan-les-Ouates,1228,GE
I3-6958642Q,Elisa,Georges,1990-01-29,+41 (0)44 708 80 21,e.georges@gmail.com,2020-03-07,Val-de-Ruz,Malvilliers 7.4,Boudevilliers,2043,NE
O8-4649097y,Alain,Théraulaz,1990-03-02,+41 46 163 36 36,a.theraulaz@bluewin.ch,2020-03-08,Bassersdorf,Auenring 31,Bassersdorf,8303,ZH
M3-3801761f,Clara,Polla,1950-12-31,069 537 04 45,c.polla@vtxnet.ch,2020-03-08,Olten,Waldheim 10,Olten,4600,SO
u4-8934666L,Philippe,Besençon,1939-05-12,+41 41 484 75 89,philippe_besencon76@yahoo.fr,2020-03-08,Gunzgen,Mittelgäustrasse 33a,Gunzgen,4617,SO
j0-1597813T,Nolan,Chatriant,1983-05-30,+41 (0)42 043 36 12,nolanchatriant107@bluewin.ch,2020-03-08,Les Bois,Rue du Doubs 26,Les Bois,2336,JU
M0-6135546P,Philippe,Nüsslin,1986-12-10,+41 47 818 74 03,philippe_nusslin452@hispeed.ch,2020-03-09,Arbedo-Castione,Via Fondo 24a,Arbedo,6517,TI
k1-124879A,Catherine,Deladoëy,1971-05-27,+41 84 571 51 68,c_deladoey831@romandie.com,2020-03-09,Lancy,Chemin du 1er-Août 3,Grand-Lancy,1212,GE
Y1-9164U,Luca,Rosselet,1982-01-22,+41 (0)64 241 29 02,lucarosselet@romandie.com,2020-03-09,Riedholz,Bergstrasse 23,Riedholz,4533,SO
z7-5399500A,Pascal,Mottiez,1956-05-21,+41 32 848 02 29,p_mottiez@vtxnet.ch,2020-03-10,Oberthal,Buhlenberg 1b,Oberthal,3531,BE
a9-4236929d,Patricia,Bourquin,1935-07-02,+41 30 955 38 19,patriciabourquin@hotmail.fr,2020-03-10,Randa,Dorfstrasse 262,Randa,3928,VS
I0-935758C,Caroline,Boechat,1934-08-28,+41 23 424 76 15,caroline.boechat709@romandie.com,2020-03-10,Speicher,Kirchrain 3,Speicher,9042,AR
P9-315903F,Madeleine,Beuret,1992-06-16,+41 (0)98 157 77 88,mbeuret967@sunrise.ch,2020-03-11,Köniz,Stapfenstrasse 53d,Köniz,3098,BE
F5-1207444C,Pascal,Botteron,1973-03-01,+41 59 084 41 37,pbotteron72@gmail.com,2020-03-11,Fribourg,Kleinschönberg 34,Fribourg,1700,FR
r4-8426377X,Arthur,Bourquin,1945-07-19,057 574 58 27,abourquin@bluewin.ch,2020-03-11,Plan-les-Ouates,Chemin de Champ-Joly 8,Plan-les-Ouates,1228,GE
e9-247287C,Christine,Beurret,1949-11-12,020 002 21 90,cbeurret888@romandie.com,2020-03-12,Meyrin,Rue du Cardinal-JOURNET 16,Meyrin,1217,GE
x5-7805923C,Henri,Brandt,1936-04-26,045 743 46 90,h_brandt57@romandie.com,2020-03-12,Luzern,Morgenweg 3,Luzern,6006,LU
b5-0831476H,Ethan,Masseron,2004-04-19,+41 (0)56 249 80 68,e.masseron447@yahoo.fr,2020-03-12,Salvan,Van d'en Haut 9,Salvan,1922,VS
K3-7089489Z,Georges,Mottiez,1990-08-17,+41 35 288 23 16,georgesmottiez971@hotmail.fr,2020-03-12,Münchwilen TG,Frauenfelderstrasse 29,Münchwilen TG,9542,TG
l4-4148402c,Manon,Bouvier,1963-10-13,+41 (0)80 934 74 38,mbouvier208@bluewin.ch,2020-03-13,Gersau,Seestrasse 89b,Gersau,6442,SZ
A4-8163113Y,Germaine,Crevoisier,1998-06-03,+41 43 431 72 06,g.crevoisier@hispeed.ch,2020-03-13,Flawil,Lörenstrasse 46,Flawil,9230,SG
S8-8596501J,Anna,Barbey,2004-02-26,053 091 57 24,anna.barbey@hotmail.fr,2020-03-13,Hindelbank,Kirchweg 21a,Hindelbank,3324,BE
L3-834267L,Thérèse,Brahier,1968-04-20,+41 96 519 87 95,tbrahier@romandie.com,2020-03-14,Biasca,,Biasca,6710,TI
S4-4947759X,Mathieu,Marty,1947-08-21,065 179 15 21,mathieu_marty@sunrise.ch,2020-03-14,Lausanne,Chemin des Abeilles 15.1,Lausanne,1010,VD
A1-1689285o,Nathalie,Candaux,1996-02-14,+41 (0)74 626 97 83,nathalie.candaux@bluewin.ch,2020-03-14,Rothenburg,Station-Ost 2.1,Rothenburg,6023,LU
v2-3353306M,Christiane,Duvanel,1996-07-01,023 909 83 32,c_duvanel@vtxnet.ch,2020-03-15,Paradiso,Viale San Salvatore 11,Paradiso,6900,TI
y6-7418248J,Albert,Vallélian,1992-09-22,+41 65 065 96 50,avallelian112@vtxnet.ch,2020-03-15,Val-d'Illiez,Chemin de Repte 2,Val-d'Illiez,1873,VS
n4-7457058W,Sébastien,Crevoisier,1945-02-23,+41 (0)34 974 43 96,s_crevoisier@yahoo.fr,2020-03-15,Ardon,Rue Martin 16,Ardon,1957,VS
T1-0151459I,Anne,Carron,1974-04-07,+41 54 116 06 35,anne_carron392@romandie.com,2020-03-15,Bulle,Chemin du Comte-Michel 9,Bulle,1630,FR
y2-9547962V,Arthur,Vallélian,1960-10-03,072 811 45 22,a.vallelian61@vtxnet.ch,2020-03-16,Seon,Emmet 3.2,Seon,5703,AG
Q3-4393311G,Françoise,Jacot-Descombes,1950-01-04,+41 (0)91 401 56 24,francoisejacot-descombes877@bluewin.ch,2020-03-16,St. Gallen,Baumgartenstrasse 40,St. Gallen,9010,SG
h0-1742550q,François,Chatriant,1985-12-19,+41 28 209 17 97,francoischatriant127@vtxnet.ch,2020-03-16,Genève,Route de Frontenex 47,Genève,1207,GE
o8-2434084n,Albert,Barillon,2002-10-14,031 651 80 74,abarillon@romandie.com,2020-03-16,Emmen,Unter-Spitalhof 8.1,Emmen,6032,LU
a3-9073562e,Stéphane,Privet,1974-04-24,+41 (0)78 385 85 80,stephane_privet@yahoo.fr,2020-03-17,Egg ZH,Rütistrasse 9.3,Egg b. Zürich,8132,ZH
g3-2332346E,Julie,Broquet,1962-07-20,+41 (0)28 513 44 03,j_broquet399@gmail.com,2020-03-17,Cham,Rebacker 5,Cham,6330,ZG
j5-0169300Z,Philippe,Masseron,1997-06-20,+41 55 381 89 08,p.masseron970@bluewin.ch,2020-03-17,Genève,Avenue TREMBLEY 37,Genève,1209,GE
a2-2777067q,Loïc,Courvoisier,1955-06-04,+41 (0)42 033 88 56,l_courvoisier@yahoo.fr,2020-03-17,Rothenburg,Mauritiusring 11,Rothenburg,6023,LU
m9-2845916e,Denise,Bourquin,1965-10-02,+41 88 243 15 51,denise_bourquin@vtxnet.ch,2020-03-18,Gersau,Rütelistrasse 44,Gersau,6442,SZ
A6-9789186o,Monique,Mercier,1991-09-29,+41 (0)66 463 50 98,monique.mercier60@hotmail.fr,2020-03-18,Bachenbülach,Bachtobel 14,Bachenbülach,8184,ZH
n8-3798007i,Sarah,Corpataux,1972-04-29,+41 48 803 52 35,sarahcorpataux928@sunrise.ch,2020-03-18,Cugy VD,Chemin du Crêt 3,Cugy VD,1053,VD
b7-7913334f,Charlotte,Morard,1974-11-30,+41 98 286 22 93,cmorard@sunrise.ch,2020-03-19,Lausanne,Rue du Petit-Chêne 28,Lausanne,1003,VD
V3-9398938M,Denise,Candaux,1944-08-25,+41 98 579 87 50,d.candaux415@sunrise.ch,2020-03-19,Chavannes-près-Renens,Avenue de la Gare 55a,Chavannes-près-Renens,1022,VD
i3-7061628p,Pascal,Chatriant,1940-04-24,+41 77 746 05 80,p_chatriant@bluewin.ch,2020-03-19,Lausanne,Rue Jean-Louis-de-Bons 9,Lausanne,1006,VD
P2-7725038B,Manon,Dubey,1964-09-15,062 716 97 61,m.dubey@gmail.com,2020-03-19,Aarberg,Rosenweg 6b,Aarberg,3270,BE
N9-5923159K,Lucie,Godet,1982-02-25,+41 (0)40 202 63 42,l_godet@hispeed.ch,2020-03-20,Küsnacht ZH,Gartenstrasse 2c,Küsnacht ZH,8700,ZH
M5-6203371D,Raymond,Badan,1991-10-17,022 819 75 13,raymond_badan235@hotmail.fr,2020-03-20,Sion,Route du Sanetsch 95,Sion,1950,VS
x2-4683709j,Stéphanie,Rossellat,1991-04-24,+41 (0)69 829 61 22,s_rossellat@bluewin.ch,2020-03-20,Basel,St. Johanns-Vorstadt 84,Basel,4056,BS
I8-2045522k,Jessica,Barman,1999-06-19,+41 26 502 58 40,j.barman961@yahoo.fr,2020-03-21,Wattenwil,Dornereweg 6b,Wattenwil,3665,BE
b0-7989408D,Marguerite,Carraud,1935-05-20,+41 (0)97 080 81 36,mcarraud281@bluewin.ch,2020-03-21,Abtwil,Alpenblick 15,Abtwil AG,5646,AG
B2-4248560I,Christophe,Coigny,1978-08-28,024 567 77 14,christophecoigny@hotmail.fr,2020-03-21,Staffelbach,Dorfstrasse 1,Staffelbach,5053,AG
p7-5882365l,Bruno,Rapraz,1965-06-10,053 141 99 35,bruno_rapraz734@yahoo.fr,2020-03-22,Onex,Chemin des Laz 9b,Onex,1213,GE
N5-2144575s,Léa,Julliard,1995-05-13,+41 76 006 90 68,l.julliard358@romandie.com,2020-03-22,Gibloux,Route des Golards 7,Villarsel-le-Gibloux,1695,FR
r2-8645498Z,Marcelle,Treboux,1992-11-29,+41 30 122 97 70,marcelletreboux574@gmail.com,2020-03-22,Seon,Birchmattstrasse 6,Seon,5703,AG
k4-8014509a,Danielle,Berberat,1971-02-25,072 870 88 98,dberberat@hotmail.fr,2020-03-23,Muttenz,Lächlenweg 11,Muttenz,4132,BL
C2-2054939r,Laurence,Comment,1948-05-21,044 833 40 49,l_comment@hispeed.ch,2020-03-23,Diepoldsau,Kreuzweg 6.2,Diepoldsau,9444,SG
F7-3647445O,Françoise,Vonlanthen,1946-10-06,049 425 97 02,francoise_vonlanthen@gmail.com,2020-03-23,Thun,Bellevuestrasse 3,Thun,3600,BE
U9-4611356h,Nicolas,Robadey,1953-11-11,021 321 56 98,nicolasrobadey657@sunrise.ch,2020-03-24,Olten,Aarauerstrasse 164,Olten,4600,SO
d4-4327922R,Chloé,Cousin,1939-06-25,+41 (0)54 442 63 19,chloecousin993@vtxnet.ch,2020-03-24,Walenstadt,Platzstrasse 22.1,Walenstadt,8880,SG
X0-4905357S,Lucas,Courvoisier,1969-07-31,+41 44 899 94 94,lcourvoisier@sunrise.ch,2020-03-24,Lugano,Riva Vincenzo Vela 12,Lugano,6900,TI
e0-5813639I,Camille,Boillat,1995-03-21,+41 (0)45 912 20 55,camilleboillat@gmail.com,2020-03-25,Illnau-Effretikon,Ebnetstrasse 21.1,Illnau,8308,ZH
X1-1405269O,Olivier,Deshusses,1947-02-26,+41 73 706 52 07,olivier_deshusses784@sunrise.ch,2020-03-25,Schwende-Rüte,Schwendetalstrasse 53,Schwende,9057,AI
K6-0093208Z,Sophie,Badel,1983-05-07,071 816 94 29,sophiebadel372@bluewin.ch,2020-03-25,Chêne-Bougeries,Avenue Jacques-MARTIN 7.1,Chêne-Bougeries,1224,GE
G8-3503975w,Pascal,Boechat,2003-05-23,+41 (0)75 458 19 76,pascal_boechat@hispeed.ch,2020-03-26,Ruswil,Neubode 4,Ruswil,6017,LU
k0-2285043i,Gérard,Matile,1934-10-20,059 886 93 11,gerard.matile@vtxnet.ch,2020-03-26,Zürich,Universitätstrasse 16,Zürich,8006,ZH
g4-6362829c,Manuel,Meyer,1943-11-18,+41 54 930 50 44,manuelmeyer746@gmail.com,2020-03-26,Egg ZH,Usser-Vollikon 29.1,Egg b. Zürich,8132,ZH
k5-4895395O,Florian,Besse,1946-05-24,+41 73 223 33 10,fbesse19@hispeed.ch,2020-03-27,La Chaux-de-Fonds,Rue du Nord 120,La Chaux-de-Fonds,2300,NE
